"Id","Description","Justification","RejectionReason","DeliveryMode","SubmittedDate","DateNeeded","Status","Total","UserId"
"1353","Temp description 3","Temp justification 3",,"Courier","03/02/2023","03/16/2023","APPROVED","12.11","1068"
"1354","Temp description 3","Temp justification 2","Temp rejection reason 3","Freight","03/03/2023","03/17/2023","REJECTED","7.69","3546"
"1356","Temp description 3","Temp justification 3",,"Standard Shipping","03/06/2023","03/18/2023","REVIEW","18.71","4801"
"1357","Temp description 3","Temp justification 2",,"Standard Shipping","03/08/2023","03/19/2023","APPROVED","3.99","1070"
"1358","temp description 2","Temp justification 3",,"Express Shipping","03/01/2023","03/15/2023","APPROVED","5.61","2832"
"1359","Temp description 3","Temp justification 1",,"Standard Shipping","03/02/2023","03/19/2023","REVIEW","12.41","893"
"1360","Temp description 3","Temp justification 3",,"Express Shipping","03/05/2023","03/15/2023","PENDING","18.92","1769"
"1361","temp description 2","Temp justification 2",,"Express Shipping","03/08/2023","03/15/2023","REVIEW","169.98","2947"
"1362","temp description 2","Temp justification 1",,"Courier","03/08/2023","03/16/2023","REVIEW","3.12","4312"
"1363","temp description 2","Temp justification 2",,"Freight","03/07/2023","03/16/2023","APPROVED","1.13","1355"
"1364","Temp description 3","Temp justification 2",,"White-Glove","03/07/2023","03/17/2023","APPROVED","2.31","1247"
"1365","temp description 2","Temp justification 2",,"Express Shipping","03/06/2023","03/20/2023","PENDING","1.65","1016"
"1366","Temp description 3","Temp justification 2",,"White-Glove","03/04/2023","03/17/2023","REVIEW","39.81","1278"
"1367","Temp description 1","Temp justification 1",,"Freight","03/01/2023","03/18/2023","APPROVED","15.22","2387"
"1368","Temp description 3","Temp justification 2","Temp rejection reason 1","Standard Shipping","03/01/2023","03/20/2023","REJECTED","5.87","782"
"1369","temp description 2","Temp justification 1",,"Standard Shipping","03/02/2023","03/18/2023","APPROVED","4.12","1558"
"1370","Temp description 3","Temp justification 2",,"Express Shipping","03/06/2023","03/20/2023","PENDING","36.46","1770"
"1371","Temp description 1","Temp justification 1",,"Standard Shipping","03/05/2023","03/17/2023","REVIEW","69.01","4780"
"1372","Temp description 3","Temp justification 2",,"In-Person Pickup","03/07/2023","03/20/2023","APPROVED","1.75","4235"
"1373","Temp description 3","Temp justification 2","Temp rejection reason 2","White-Glove","03/03/2023","03/16/2023","REJECTED","21.4","2188"
"1374","Temp description 3","Temp justification 2",,"Freight","03/02/2023","03/15/2023","PENDING","13.53","4483"
"1375","Temp description 1","Temp justification 3","Temp rejection reason 3","Courier","03/05/2023","03/16/2023","REJECTED","15.6","2827"
"1376","temp description 2","Temp justification 3",,"In-Person Pickup","03/04/2023","03/21/2023","PENDING","5.21","3060"
"1377","Temp description 3","Temp justification 2",,"Standard Shipping","03/04/2023","03/16/2023","APPROVED","7.88","2728"
"1378","Temp description 1","Temp justification 2",,"Standard Shipping","03/05/2023","03/20/2023","APPROVED","16.38","4977"
"1379","Temp description 1","Temp justification 3",,"Courier","03/02/2023","03/21/2023","REVIEW","11.22","3709"
"1380","Temp description 3","Temp justification 2",,"In-Person Pickup","03/08/2023","03/18/2023","REVIEW","4.89","3658"
"1381","Temp description 1","Temp justification 3",,"Freight","03/06/2023","03/21/2023","APPROVED","68.7","2899"
"1382","Temp description 1","Temp justification 1",,"Standard Shipping","03/01/2023","03/19/2023","PENDING","60.39","4181"
"1383","Temp description 3","Temp justification 3",,"Digital","03/01/2023","03/21/2023","PENDING","11.39","2224"
"1384","Temp description 1","Temp justification 3",,"Standard Shipping","03/08/2023","03/19/2023","REVIEW","6.03","593"
"1385","Temp description 3","Temp justification 3",,"White-Glove","03/03/2023","03/19/2023","PENDING","12.11","1114"
"1386","Temp description 1","Temp justification 3",,"Freight","03/04/2023","03/19/2023","REVIEW","20.6","2398"
"1388","Temp description 3","Temp justification 3",,"Freight","03/08/2023","03/19/2023","REVIEW","14.3","1230"
"1389","temp description 2","Temp justification 2",,"Courier","03/02/2023","03/15/2023","REVIEW","11.81","3344"
"1390","Temp description 1","Temp justification 1","Temp rejection reason 1","Digital","03/03/2023","03/16/2023","REJECTED","57.44","3283"
"1391","Temp description 3","Temp justification 2",,"Standard Shipping","03/07/2023","03/18/2023","REVIEW","15.12","1754"
"1392","Temp description 3","Temp justification 1",,"Digital","03/01/2023","03/18/2023","APPROVED","8.95","1028"
"1393","Temp description 3","Temp justification 2","Temp rejection reason 1","Freight","03/02/2023","03/15/2023","REJECTED","0.88","722"
"1394","Temp description 3","Temp justification 2","Temp rejection reason 1","Freight","03/08/2023","03/19/2023","REJECTED","1.67","4433"
"1395","temp description 2","Temp justification 1",,"Digital","03/04/2023","03/16/2023","REVIEW","5.7","4222"
"1396","Temp description 3","Temp justification 3",,"White-Glove","03/01/2023","03/19/2023","REVIEW","34.52","3255"
"1397","temp description 2","Temp justification 1",,"White-Glove","03/07/2023","03/15/2023","PENDING","8.53","3034"
"1398","temp description 2","Temp justification 3","Temp rejection reason 3","Digital","03/03/2023","03/20/2023","REJECTED","7.14","3719"
"1400","temp description 2","Temp justification 2","Temp rejection reason 1","Freight","03/06/2023","03/19/2023","REJECTED","13.01","4468"
"1401","Temp description 3","Temp justification 3",,"Courier","03/02/2023","03/19/2023","REVIEW","40.15","478"
"1402","Temp description 3","Temp justification 1",,"Freight","03/04/2023","03/21/2023","APPROVED","12.26","2948"
"1403","Temp description 3","Temp justification 3",,"Freight","03/08/2023","03/21/2023","REVIEW","5.16","3314"
"1404","temp description 2","Temp justification 2",,"Freight","03/03/2023","03/17/2023","APPROVED","63.36","4053"
"1405","Temp description 3","Temp justification 2","Temp rejection reason 2","Express Shipping","03/08/2023","03/21/2023","REJECTED","42.65","106"
"1406","Temp description 3","Temp justification 2",,"Courier","03/07/2023","03/21/2023","PENDING","22.76","4100"
"1407","Temp description 3","Temp justification 1",,"Digital","03/02/2023","03/18/2023","PENDING","4.72","2606"
"1409","Temp description 3","Temp justification 1",,"Digital","03/03/2023","03/21/2023","APPROVED","11.29","2385"
"1410","temp description 2","Temp justification 2",,"In-Person Pickup","03/05/2023","03/16/2023","PENDING","14.63","229"
"1411","Temp description 1","Temp justification 2",,"Freight","03/01/2023","03/18/2023","APPROVED","0.9","1295"
"1412","Temp description 1","Temp justification 3",,"Standard Shipping","03/03/2023","03/16/2023","APPROVED","0.84","292"
"1413","temp description 2","Temp justification 2",,"White-Glove","03/05/2023","03/21/2023","PENDING","38.77","871"
"1414","Temp description 1","Temp justification 3","Temp rejection reason 2","Express Shipping","03/08/2023","03/21/2023","REJECTED","112.81","3553"
"1415","Temp description 3","Temp justification 3",,"Courier","03/03/2023","03/19/2023","APPROVED","18.99","1037"
"1416","Temp description 3","Temp justification 3",,"In-Person Pickup","03/04/2023","03/20/2023","PENDING","18.22","2113"
"1417","Temp description 1","Temp justification 3",,"Express Shipping","03/07/2023","03/20/2023","PENDING","4.79","1725"
"1419","Temp description 1","Temp justification 1","Temp rejection reason 1","Express Shipping","03/01/2023","03/18/2023","REJECTED","9.83","4542"
"1420","Temp description 1","Temp justification 3","Temp rejection reason 1","Standard Shipping","03/06/2023","03/21/2023","REJECTED","61.17","348"
"1421","Temp description 3","Temp justification 1",,"Express Shipping","03/03/2023","03/19/2023","REVIEW","4.67","78"
"1422","Temp description 3","Temp justification 1",,"Courier","03/01/2023","03/17/2023","APPROVED","18.67","2488"
"1423","temp description 2","Temp justification 3",,"Standard Shipping","03/08/2023","03/15/2023","REVIEW","1.09","1462"
"1424","temp description 2","Temp justification 1",,"Freight","03/03/2023","03/19/2023","PENDING","5.83","4170"
"1425","Temp description 1","Temp justification 2","Temp rejection reason 1","White-Glove","03/08/2023","03/18/2023","REJECTED","1.3","2505"
"1426","Temp description 3","Temp justification 2",,"In-Person Pickup","03/08/2023","03/21/2023","APPROVED","9.75","2312"
"1428","Temp description 3","Temp justification 3",,"Digital","03/01/2023","03/17/2023","REVIEW","0.59","3504"
"1429","Temp description 3","Temp justification 2",,"Digital","03/01/2023","03/20/2023","REVIEW","5.44","1964"
"1430","Temp description 1","Temp justification 1",,"White-Glove","03/05/2023","03/21/2023","APPROVED","81.91","1463"
"1431","Temp description 1","Temp justification 3",,"Express Shipping","03/04/2023","03/19/2023","PENDING","12.05","1305"
"1432","temp description 2","Temp justification 3","Temp rejection reason 1","Freight","03/07/2023","03/19/2023","REJECTED","17.12","2857"
"1433","Temp description 1","Temp justification 1",,"Courier","03/04/2023","03/17/2023","REVIEW","2.87","612"
"1434","Temp description 3","Temp justification 2",,"Standard Shipping","03/01/2023","03/18/2023","PENDING","3.38","3550"
"1435","Temp description 3","Temp justification 1",,"Freight","03/08/2023","03/18/2023","REVIEW","4.52","1434"
"1436","Temp description 3","Temp justification 2",,"In-Person Pickup","03/04/2023","03/16/2023","APPROVED","1.21","139"
"1437","Temp description 3","Temp justification 2",,"Standard Shipping","03/04/2023","03/17/2023","APPROVED","4.09","4394"
"1438","temp description 2","Temp justification 3",,"Express Shipping","03/03/2023","03/18/2023","PENDING","12.36","2282"
"1439","Temp description 1","Temp justification 3",,"Express Shipping","03/01/2023","03/20/2023","REVIEW","32.63","3"
"1442","Temp description 3","Temp justification 3",,"Express Shipping","03/05/2023","03/18/2023","REVIEW","9.43","541"
"1443","temp description 2","Temp justification 1",,"In-Person Pickup","03/05/2023","03/17/2023","PENDING","20.77","831"
"1446","Temp description 1","Temp justification 1",,"Freight","03/08/2023","03/17/2023","REVIEW","17.62","2217"
"1447","temp description 2","Temp justification 3",,"In-Person Pickup","03/08/2023","03/20/2023","REVIEW","8.56","3416"
"1448","temp description 2","Temp justification 1","Temp rejection reason 2","White-Glove","03/08/2023","03/21/2023","REJECTED","10.05","4315"
"1450","Temp description 3","Temp justification 2","Temp rejection reason 2","White-Glove","03/07/2023","03/17/2023","REJECTED","4.73","3314"
"1452","Temp description 3","Temp justification 2",,"Digital","03/05/2023","03/16/2023","APPROVED","2.12","2128"
"1453","temp description 2","Temp justification 2","Temp rejection reason 3","Courier","03/08/2023","03/18/2023","REJECTED","23.78","1832"
"1454","Temp description 1","Temp justification 3",,"Digital","03/03/2023","03/18/2023","REVIEW","18.76","4069"
"1455","Temp description 1","Temp justification 1",,"Freight","03/08/2023","03/19/2023","REVIEW","9.1","445"
"1457","temp description 2","Temp justification 1",,"Standard Shipping","03/06/2023","03/16/2023","REVIEW","50.44","2839"
"1458","temp description 2","Temp justification 1",,"White-Glove","03/08/2023","03/21/2023","PENDING","28","108"
"1459","temp description 2","Temp justification 2",,"Express Shipping","03/02/2023","03/20/2023","APPROVED","7.66","985"
"1460","Temp description 1","Temp justification 1",,"Digital","03/04/2023","03/16/2023","REVIEW","22.43","892"
"1461","Temp description 3","Temp justification 2","Temp rejection reason 3","Digital","03/04/2023","03/16/2023","REJECTED","6.62","2246"
"1462","Temp description 1","Temp justification 3","Temp rejection reason 2","Digital","03/01/2023","03/17/2023","REJECTED","6.29","3065"
"1463","Temp description 3","Temp justification 3",,"In-Person Pickup","03/03/2023","03/15/2023","APPROVED","7.28","3124"
"1464","temp description 2","Temp justification 3",,"Courier","03/04/2023","03/15/2023","REVIEW","4.53","591"
"1466","temp description 2","Temp justification 2",,"Express Shipping","03/02/2023","03/15/2023","APPROVED","39.42","3504"
"1467","Temp description 3","Temp justification 3",,"Digital","03/06/2023","03/19/2023","REVIEW","64.12","3539"
"1468","Temp description 3","Temp justification 2","Temp rejection reason 3","Standard Shipping","03/05/2023","03/19/2023","REJECTED","5.86","3519"
"1469","Temp description 1","Temp justification 2",,"Express Shipping","03/04/2023","03/20/2023","PENDING","10.06","2814"
"1471","temp description 2","Temp justification 1",,"Digital","03/02/2023","03/16/2023","PENDING","65.09","1801"
"1472","Temp description 1","Temp justification 2",,"Courier","03/06/2023","03/18/2023","PENDING","11.66","560"
"1473","Temp description 1","Temp justification 1",,"Digital","03/04/2023","03/20/2023","APPROVED","0.72","1743"
"1474","temp description 2","Temp justification 1",,"Courier","03/02/2023","03/17/2023","APPROVED","11.97","4607"
"1475","Temp description 1","Temp justification 2",,"Courier","03/05/2023","03/15/2023","APPROVED","59.04","1142"
"1476","Temp description 3","Temp justification 2",,"White-Glove","03/07/2023","03/17/2023","PENDING","2.31","4582"
"1478","Temp description 3","Temp justification 2",,"White-Glove","03/02/2023","03/18/2023","PENDING","5.08","1568"
"1479","Temp description 1","Temp justification 3",,"Freight","03/03/2023","03/18/2023","APPROVED","7.71","2200"
"1480","temp description 2","Temp justification 1",,"White-Glove","03/02/2023","03/21/2023","APPROVED","5.97","3408"
"1481","Temp description 1","Temp justification 2",,"Express Shipping","03/07/2023","03/19/2023","PENDING","3.22","1024"
"1482","temp description 2","Temp justification 3",,"In-Person Pickup","03/04/2023","03/18/2023","REVIEW","29.6","3801"
"1483","Temp description 1","Temp justification 1","Temp rejection reason 2","Courier","03/03/2023","03/19/2023","REJECTED","32.92","52"
"1484","Temp description 3","Temp justification 3",,"Freight","03/05/2023","03/15/2023","PENDING","13.58","4168"
"1485","Temp description 1","Temp justification 1","Temp rejection reason 2","Courier","03/01/2023","03/15/2023","REJECTED","14.94","2721"
"1486","temp description 2","Temp justification 2",,"Standard Shipping","03/04/2023","03/18/2023","REVIEW","55.51","4613"
"1487","temp description 2","Temp justification 1",,"Freight","03/03/2023","03/17/2023","REVIEW","27.75","633"
"1488","Temp description 3","Temp justification 2",,"White-Glove","03/06/2023","03/21/2023","REVIEW","11.14","138"
"1489","Temp description 1","Temp justification 1","Temp rejection reason 1","In-Person Pickup","03/03/2023","03/19/2023","REJECTED","25.97","2074"
"1490","Temp description 1","Temp justification 2",,"Standard Shipping","03/06/2023","03/21/2023","PENDING","8.19","1492"
"1491","Temp description 1","Temp justification 1",,"Digital","03/05/2023","03/19/2023","REVIEW","8.99","2230"
"1492","Temp description 3","Temp justification 2","Temp rejection reason 2","Courier","03/02/2023","03/19/2023","REJECTED","2.02","4417"
"1493","temp description 2","Temp justification 3",,"Standard Shipping","03/04/2023","03/20/2023","PENDING","39.26","4221"
"1494","Temp description 3","Temp justification 1","Temp rejection reason 1","Express Shipping","03/04/2023","03/15/2023","REJECTED","18.54","3311"
"1495","temp description 2","Temp justification 3",,"Standard Shipping","03/08/2023","03/21/2023","APPROVED","20.49","1750"
"1496","Temp description 1","Temp justification 2",,"White-Glove","03/06/2023","03/21/2023","PENDING","10.09","2400"
"1497","Temp description 3","Temp justification 1",,"White-Glove","03/04/2023","03/19/2023","PENDING","19.88","3194"
"1498","Temp description 3","Temp justification 1","Temp rejection reason 3","Express Shipping","03/03/2023","03/18/2023","REJECTED","181.22","632"
"1499","temp description 2","Temp justification 2",,"White-Glove","03/08/2023","03/16/2023","APPROVED","20.57","1644"
"1500","Temp description 1","Temp justification 2",,"Standard Shipping","03/05/2023","03/19/2023","REVIEW","12.75","2247"
"1502","Temp description 1","Temp justification 3",,"Digital","03/07/2023","03/21/2023","PENDING","3.76","2460"
"1503","Temp description 1","Temp justification 1",,"In-Person Pickup","03/08/2023","03/15/2023","APPROVED","2.94","980"
"1504","Temp description 1","Temp justification 3","Temp rejection reason 2","Digital","03/05/2023","03/15/2023","REJECTED","2.5","4658"
"1505","Temp description 1","Temp justification 1",,"Digital","03/02/2023","03/18/2023","REVIEW","32.01","3847"
"1506","Temp description 3","Temp justification 2",,"Standard Shipping","03/07/2023","03/16/2023","APPROVED","0.9","4736"
"1507","temp description 2","Temp justification 1","Temp rejection reason 2","Freight","03/05/2023","03/21/2023","REJECTED","1.08","4686"
"1508","Temp description 3","Temp justification 1","Temp rejection reason 2","Express Shipping","03/04/2023","03/15/2023","REJECTED","0.97","3916"
"1509","Temp description 1","Temp justification 2",,"White-Glove","03/04/2023","03/16/2023","REVIEW","4.83","1375"
"1511","temp description 2","Temp justification 3",,"In-Person Pickup","03/02/2023","03/15/2023","REVIEW","4.88","2148"
"1512","temp description 2","Temp justification 2",,"Freight","03/08/2023","03/15/2023","APPROVED","17.99","307"
"1513","Temp description 1","Temp justification 2",,"Digital","03/04/2023","03/19/2023","REVIEW","2.8","1148"
"1514","Temp description 1","Temp justification 1",,"In-Person Pickup","03/08/2023","03/21/2023","REVIEW","8.06","2230"
"1516","Temp description 1","Temp justification 3",,"White-Glove","03/04/2023","03/18/2023","APPROVED","8.15","968"
"1517","Temp description 1","Temp justification 2","Temp rejection reason 1","Digital","03/08/2023","03/19/2023","REJECTED","18.48","1498"
"1518","Temp description 3","Temp justification 3",,"In-Person Pickup","03/04/2023","03/17/2023","PENDING","2.54","281"
"1520","Temp description 1","Temp justification 1",,"Express Shipping","03/07/2023","03/16/2023","PENDING","25.2","4357"
"1521","Temp description 1","Temp justification 3",,"Freight","03/02/2023","03/16/2023","APPROVED","5.94","327"
"1522","temp description 2","Temp justification 2",,"White-Glove","03/06/2023","03/15/2023","PENDING","31.2","2689"
"1523","Temp description 1","Temp justification 3",,"Standard Shipping","03/08/2023","03/16/2023","APPROVED","10.02","3589"
"1524","Temp description 3","Temp justification 3","Temp rejection reason 2","Freight","03/02/2023","03/17/2023","REJECTED","0.53","4512"
"1525","Temp description 3","Temp justification 3",,"In-Person Pickup","03/08/2023","03/18/2023","REVIEW","10.57","4926"
"1526","Temp description 3","Temp justification 2",,"Express Shipping","03/04/2023","03/16/2023","PENDING","14.56","3918"
"1527","temp description 2","Temp justification 3","Temp rejection reason 1","Courier","03/06/2023","03/16/2023","REJECTED","8.86","1682"
"1528","Temp description 1","Temp justification 3",,"In-Person Pickup","03/01/2023","03/19/2023","APPROVED","14.03","1047"
"1530","Temp description 1","Temp justification 1","Temp rejection reason 1","Digital","03/02/2023","03/18/2023","REJECTED","6.72","969"
"1531","temp description 2","Temp justification 2",,"Standard Shipping","03/04/2023","03/21/2023","REVIEW","3.14","3291"
"1532","Temp description 3","Temp justification 3",,"Standard Shipping","03/01/2023","03/21/2023","APPROVED","46.4","2413"
"1533","temp description 2","Temp justification 1",,"Digital","03/06/2023","03/18/2023","APPROVED","31.65","4621"
"1534","temp description 2","Temp justification 2",,"In-Person Pickup","03/02/2023","03/19/2023","REVIEW","32.59","3847"
"1536","temp description 2","Temp justification 3",,"In-Person Pickup","03/06/2023","03/20/2023","PENDING","26.63","1424"
"1537","temp description 2","Temp justification 1","Temp rejection reason 2","Express Shipping","03/04/2023","03/20/2023","REJECTED","2.84","2476"
"1539","Temp description 3","Temp justification 3",,"Standard Shipping","03/01/2023","03/19/2023","PENDING","5.14","2024"
"1540","Temp description 1","Temp justification 3",,"In-Person Pickup","03/07/2023","03/18/2023","PENDING","29.23","3826"
"1541","temp description 2","Temp justification 3",,"Freight","03/04/2023","03/16/2023","REVIEW","48.76","3635"
"1542","Temp description 1","Temp justification 1",,"Express Shipping","03/08/2023","03/20/2023","APPROVED","4.6","732"
"1543","Temp description 3","Temp justification 3","Temp rejection reason 2","Freight","03/05/2023","03/18/2023","REJECTED","25.75","1946"
"1544","temp description 2","Temp justification 3",,"Standard Shipping","03/08/2023","03/15/2023","PENDING","25.57","569"
"1545","temp description 2","Temp justification 1",,"Express Shipping","03/04/2023","03/15/2023","REVIEW","26.25","599"
"1546","Temp description 3","Temp justification 2",,"White-Glove","03/05/2023","03/18/2023","APPROVED","6.93","1672"
"1547","Temp description 3","Temp justification 1",,"Digital","03/08/2023","03/19/2023","APPROVED","3.1","3662"
"1548","Temp description 3","Temp justification 2",,"Digital","03/07/2023","03/18/2023","REVIEW","1.98","2371"
"1549","temp description 2","Temp justification 2",,"Digital","03/07/2023","03/17/2023","APPROVED","11.91","4324"
"1550","Temp description 3","Temp justification 3",,"In-Person Pickup","03/06/2023","03/20/2023","APPROVED","1.66","622"
"1551","Temp description 1","Temp justification 2","Temp rejection reason 2","Standard Shipping","03/05/2023","03/21/2023","REJECTED","5.29","1234"
"1554","temp description 2","Temp justification 1","Temp rejection reason 1","Courier","03/04/2023","03/19/2023","REJECTED","10.38","3140"
"1555","Temp description 1","Temp justification 3",,"Courier","03/02/2023","03/15/2023","PENDING","13.18","1263"
"1556","Temp description 3","Temp justification 3",,"Express Shipping","03/05/2023","03/19/2023","REVIEW","2.72","2806"
"1557","Temp description 1","Temp justification 3",,"Freight","03/02/2023","03/15/2023","REVIEW","8.3","4067"
"1558","temp description 2","Temp justification 3",,"Standard Shipping","03/04/2023","03/21/2023","REVIEW","2.07","4941"
"1559","Temp description 3","Temp justification 2",,"Standard Shipping","03/02/2023","03/21/2023","REVIEW","4.6","4375"
"1560","Temp description 1","Temp justification 3","Temp rejection reason 1","Freight","03/05/2023","03/19/2023","REJECTED","23.75","2034"
"1561","temp description 2","Temp justification 1",,"Courier","03/06/2023","03/19/2023","PENDING","4.58","274"
"1563","temp description 2","Temp justification 1",,"White-Glove","03/03/2023","03/15/2023","PENDING","8.1","2208"
"1564","Temp description 1","Temp justification 3",,"Digital","03/08/2023","03/21/2023","REVIEW","85.11","616"
"1565","temp description 2","Temp justification 2",,"Courier","03/03/2023","03/16/2023","REVIEW","16.71","1139"
"1566","temp description 2","Temp justification 3",,"In-Person Pickup","03/02/2023","03/17/2023","REVIEW","3.28","2735"
"1567","Temp description 3","Temp justification 1",,"White-Glove","03/07/2023","03/15/2023","PENDING","1.14","4950"
"1568","Temp description 3","Temp justification 1",,"In-Person Pickup","03/08/2023","03/18/2023","APPROVED","16.76","1028"
"1569","Temp description 1","Temp justification 3",,"Standard Shipping","03/08/2023","03/15/2023","REVIEW","47.92","3756"
"1570","Temp description 3","Temp justification 2","Temp rejection reason 2","Freight","03/08/2023","03/17/2023","REJECTED","20.9","4877"
"1571","Temp description 3","Temp justification 1","Temp rejection reason 2","Standard Shipping","03/08/2023","03/20/2023","REJECTED","14.97","4099"
"1573","temp description 2","Temp justification 1",,"Freight","03/05/2023","03/16/2023","REVIEW","5.02","3814"
"1574","Temp description 3","Temp justification 1",,"Express Shipping","03/03/2023","03/16/2023","PENDING","21.39","4275"
"1575","Temp description 1","Temp justification 3",,"In-Person Pickup","03/04/2023","03/16/2023","REVIEW","5.37","467"
"1578","temp description 2","Temp justification 3","Temp rejection reason 3","Digital","03/06/2023","03/18/2023","REJECTED","4.59","1076"
"1580","Temp description 1","Temp justification 3",,"White-Glove","03/03/2023","03/15/2023","REVIEW","14.94","828"
"1581","Temp description 3","Temp justification 1",,"Express Shipping","03/07/2023","03/21/2023","APPROVED","17.22","3672"
"1584","Temp description 3","Temp justification 1",,"Courier","03/03/2023","03/15/2023","APPROVED","19.87","1430"
"1585","temp description 2","Temp justification 3",,"White-Glove","03/06/2023","03/16/2023","REVIEW","0.32","4539"
"1586","Temp description 3","Temp justification 1",,"Standard Shipping","03/04/2023","03/20/2023","APPROVED","3.62","13"
"1587","Temp description 1","Temp justification 1",,"Courier","03/05/2023","03/15/2023","APPROVED","0.7","3383"
"1588","temp description 2","Temp justification 3",,"Standard Shipping","03/04/2023","03/17/2023","APPROVED","4.85","2403"
"1589","temp description 2","Temp justification 3",,"Digital","03/03/2023","03/17/2023","REVIEW","13.76","1234"
"1590","Temp description 1","Temp justification 3",,"Freight","03/07/2023","03/17/2023","REVIEW","8.3","3845"
"1591","temp description 2","Temp justification 3",,"Digital","03/01/2023","03/20/2023","PENDING","7.44","546"
"1592","temp description 2","Temp justification 1",,"Standard Shipping","03/02/2023","03/19/2023","PENDING","23.1","2413"
"1593","Temp description 1","Temp justification 3",,"Digital","03/05/2023","03/20/2023","APPROVED","9.97","2782"
"1594","Temp description 3","Temp justification 3","Temp rejection reason 2","Courier","03/01/2023","03/20/2023","REJECTED","1.53","931"
"1595","Temp description 3","Temp justification 3",,"Freight","03/05/2023","03/18/2023","APPROVED","1.14","1236"
"1596","Temp description 3","Temp justification 3",,"Standard Shipping","03/02/2023","03/17/2023","REVIEW","61.61","1366"
"1599","temp description 2","Temp justification 1",,"Digital","03/04/2023","03/18/2023","REVIEW","19.87","1091"
"1600","Temp description 3","Temp justification 1",,"White-Glove","03/01/2023","03/16/2023","PENDING","16.92","1146"
"1601","Temp description 3","Temp justification 1","Temp rejection reason 1","In-Person Pickup","03/02/2023","03/20/2023","REJECTED","4.32","3286"
"1602","Temp description 1","Temp justification 2",,"In-Person Pickup","03/05/2023","03/18/2023","REVIEW","11.76","175"
"1604","Temp description 3","Temp justification 3","Temp rejection reason 3","Courier","03/05/2023","03/15/2023","REJECTED","44.87","3556"
"1605","Temp description 3","Temp justification 1","Temp rejection reason 2","In-Person Pickup","03/01/2023","03/20/2023","REJECTED","3.96","537"
"1606","temp description 2","Temp justification 1",,"White-Glove","03/04/2023","03/16/2023","REVIEW","7.99","4916"
"1607","Temp description 3","Temp justification 3",,"Standard Shipping","03/05/2023","03/16/2023","APPROVED","8.91","604"
"1608","Temp description 3","Temp justification 1",,"Courier","03/02/2023","03/17/2023","APPROVED","0.36","276"
"1609","temp description 2","Temp justification 1","Temp rejection reason 2","In-Person Pickup","03/08/2023","03/18/2023","REJECTED","10.27","4430"
"1610","temp description 2","Temp justification 2",,"In-Person Pickup","03/04/2023","03/17/2023","REVIEW","23.05","4732"
"1611","Temp description 3","Temp justification 2",,"Standard Shipping","03/05/2023","03/18/2023","REVIEW","6.43","33"
"1612","Temp description 1","Temp justification 1","Temp rejection reason 1","Express Shipping","03/08/2023","03/18/2023","REJECTED","13.3","2238"
"1614","Temp description 1","Temp justification 1","Temp rejection reason 1","White-Glove","03/07/2023","03/19/2023","REJECTED","26.59","3973"
"1615","Temp description 3","Temp justification 1",,"Express Shipping","03/01/2023","03/19/2023","APPROVED","4.26","3797"
"1616","temp description 2","Temp justification 3",,"Freight","03/06/2023","03/20/2023","APPROVED","7.63","3435"
"1617","Temp description 3","Temp justification 2",,"Digital","03/03/2023","03/16/2023","REVIEW","2.47","685"
"1618","Temp description 3","Temp justification 2",,"White-Glove","03/08/2023","03/21/2023","APPROVED","14.09","3506"
"1619","Temp description 3","Temp justification 1","Temp rejection reason 1","Courier","03/05/2023","03/17/2023","REJECTED","27.99","1114"
"1620","Temp description 3","Temp justification 1",,"White-Glove","03/01/2023","03/16/2023","APPROVED","104.76","824"
"1621","Temp description 1","Temp justification 3","Temp rejection reason 3","Freight","03/04/2023","03/16/2023","REJECTED","4.47","1257"
"1623","temp description 2","Temp justification 2",,"In-Person Pickup","03/07/2023","03/17/2023","PENDING","3.09","2712"
"1624","temp description 2","Temp justification 2",,"In-Person Pickup","03/06/2023","03/19/2023","PENDING","11.76","799"
"1625","Temp description 3","Temp justification 3",,"Standard Shipping","03/05/2023","03/19/2023","PENDING","5.76","4703"
"1626","Temp description 3","Temp justification 2",,"Standard Shipping","03/06/2023","03/21/2023","PENDING","14.38","1540"
"1628","temp description 2","Temp justification 1",,"Standard Shipping","03/08/2023","03/21/2023","PENDING","9.26","3930"
"1629","temp description 2","Temp justification 3","Temp rejection reason 1","Standard Shipping","03/06/2023","03/20/2023","REJECTED","39.39","1029"
"1630","Temp description 3","Temp justification 3",,"Express Shipping","03/04/2023","03/19/2023","REVIEW","24.22","1856"
"1631","Temp description 3","Temp justification 1","Temp rejection reason 3","Freight","03/04/2023","03/19/2023","REJECTED","7.52","2651"
"1632","Temp description 3","Temp justification 2","Temp rejection reason 3","White-Glove","03/04/2023","03/16/2023","REJECTED","1.97","2396"
"1633","Temp description 3","Temp justification 2",,"Express Shipping","03/04/2023","03/21/2023","APPROVED","3.06","3283"
"1634","temp description 2","Temp justification 1",,"In-Person Pickup","03/04/2023","03/21/2023","REVIEW","5.5","2389"
"1635","Temp description 1","Temp justification 2",,"Standard Shipping","03/04/2023","03/19/2023","PENDING","14.66","863"
"1636","temp description 2","Temp justification 2",,"Express Shipping","03/03/2023","03/20/2023","REVIEW","2.71","3464"
"1638","temp description 2","Temp justification 3",,"White-Glove","03/01/2023","03/16/2023","APPROVED","1.48","4142"
